#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-23T23:05:56 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-23T23:05:57	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-out.all=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/132/161/table2&-order=I&-out=Name&-out=HIP&-out=n_HIP&-out=HD/DM&-out=SpType&-out=n_SpType&-out=Teff&-out=log(g)&-out=VTurb&-out=[M/H]&-out.all=2&-out=Note&-out=Fit&-out=SMW&-out=logR&-out=AC&-out=n_AC&-out=Obs&-out=t5&-out=SimbadName&-out=_RA&-out=_DE&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51320161
#Name: J/AJ/132/161
#Title: NStars project: The southern sample. I. (Gray+, 2006)
#INFO	ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	creator=Gray R.O.	    First author or institution
#INFO	cites=bibcode:2006AJ....132..161G	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2006	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/132/161	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51320161	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-11-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_132_161_table2:
#Name: J/AJ/132/161/table2
#Title: Spectral types, basic physical parameters and chromospheric indices
#Column	Name	(A10)	Star name	[ucd=meta.id;meta.main]
#Column	HIP	(I6)	? Hipparcos catalog designation	[ucd=meta.id]
#Column	n_HIP	(A1)	[*] For HIP 117815, 2 HD designations	[ucd=meta.note]
#Column	HD/DM	(a8)	The HD or DM designation	[ucd=meta.id]
#Column	SpType	(a22)	MK Spectral type	[ucd=src.spType]
#Column	n_SpType	(A1)	[*] Note on the spectral type in notes.dat file	[ucd=meta.note]
#Column	Teff	(I5)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	? Log of the surface gravity	[ucd=phys.gravity]
#Column	VTurb	(F4.1)	? Microturbulent velocity	[ucd=phys.veloc]
#Column	[M/H]	(F5.2)	? Overall metal abundance (2)	[ucd=phys.abund.Z]
#Column	Note	(A1)	[*] indicates a note detailed in notes.dat file	[ucd=meta.note]
#Column	Fit	(A1)	[K] Remark on the fitting process (3)	[ucd=meta.note]
#Column	SMW	(F6.3)	? Mt. Wilson system chromospheric activity index	[ucd=phot.flux;arith.ratio]
#Column	logR	(F7.3)	? Ca II K & H line chromospheric flux measure	[ucd=phot.flux;arith.ratio]
#Column	AC	(A2)	Chromospheric activity class (4)	[ucd=src.class]
#Column	n_AC	(A1)	[*] Note on the chromospheric activity in notes.dat file	[ucd=meta.note]
#Column	Obs	(a7)	Spectrum source (5)	[ucd=meta.id;instr.tel]
#Column	t5	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	SimbadName	(a17)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name;HIP;n_HIP;HD/DM;SpType;n_SpType;Teff;log(g);VTurb;[M/H];Note;Fit;SMW;logR;AC;n_AC;Obs;t5;SimbadName;_RA;_DE
HIP  97805; 97805; ;187760  ;K5 V k                ; ;     ;     ;    ;     ; ; ; 1.074; -4.517;A ; ;SO     ; ;HIP  97805       ;298.12465;-23.94918
HIP  97944; 97944; ;188088  ;K2 IV (k)             ; ; 4774; 4.24; 1.0; 0.29; ; ; 0.563; -4.582;A ; ;SO     ; ;HIP  97944       ;298.57394;-23.94107
HIP  98036; 98036; ;188512  ;G9.5 IV               ; ; 5057; 3.35; 1.0;-0.25; ; ; 0.125; -5.238;VI; ;CTIO   ; ;HIP  98036       ;298.82830;+06.40676
HIP  98066; 98066; ;188376  ;G5 IV                 ; ; 5425; 3.56; 1.0;-0.08; ; ; 0.132; -5.209;VI; ;CTIO/SO; ;HIP  98066       ;298.95984;-26.29936
HIP  98106; 98106; ;187456  ;K3+ V                 ; ;     ;     ;    ;     ; ; ; 0.241; -5.026;I ; ;CTIO   ; ;HIP  98106       ;299.06729;-72.36430
HIP  98130; 98130; ;188474  ;K3.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.279; -4.905;I ; ;SO     ; ;HIP  98130       ;299.15428;-31.33532
HIP  98204; 98204; ;188807  ;K7 V                  ; ;     ;     ;    ;     ; ; ; 1.030; -4.795;I ; ;SO     ; ;HIP  98204       ;299.33184;-12.56799
HIP  98316; 98316; ;188559  ;K3+ V                 ; ;     ;     ;    ;     ; ; ; 0.246; -5.003;I ; ;CTIO   ; ;HIP  98316       ;299.63743;-54.93689
HIP  98413; 98413; ;189242  ;K2+ V                 ; ;     ;     ;    ;     ; ; ; 0.271; -4.802;I ; ;CTIO   ; ;HIP  98413       ;299.94137;-20.21041
HIP  98444; 98444; ;188986  ;F4 V                  ; ; 6699; 4.39; 1.9;-0.12; ; ;      ;       ;  ; ;CTIO   ; ;HIP  98444       ;300.03491;-50.21671
HIP  98470; 98470; ;189245  ;F8.5 V Fe-0.6 CH-0.5  ; ; 6333; 4.31; 1.0;-0.09; ; ; 0.470; -4.164;VA;*;SO     ; ;HIP  98470       ;300.08437;-33.70345
HIP  98495; 98495; ;188228  ;A0 Va                 ; ; 9896; 4.15; 2.0;-0.04; ; ;      ;       ;  ; ;CTIO   ; ;HIP  98495       ;300.14815;-72.91051
HIP  98589; 98589; ;189625  ;G2- V                 ; ; 5752; 4.39; 1.0; 0.01; ; ; 0.186; -4.859;I ; ;SO     ;S;HIP  98589       ;300.38667;-16.86900
HIP  98621; 98621; ;188748  ;G4 V                  ; ; 5680; 4.53; 1.0;-0.03; ; ; 0.158; -5.013;I ; ;CTIO   ;S;HIP  98621       ;300.46687;-69.18794
HIP  98679; 98679; ;189484  ;K5- V                 ; ;     ;     ;    ;     ; ; ; 0.361; -4.932;I ; ;CTIO   ; ;HIP  98679       ;300.64650;-50.05270
HIP  98681; 98681; ;        ;K1 IV                 ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP  98681       ;300.64730;-50.04772
HIP  98698; 98698; ;190007  ;K4 V (k)              ; ;     ;     ;    ;     ; ; ; 0.455; -4.845;I ; ;CTIO   ; ;HIP  98698       ;300.69602;+03.32618
HIP  98764; 98764; ;        ;K2.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.319; -4.754;I ; ;CTIO   ; ;HIP  98764       ;300.89724;-73.75377
HIP  98767; 98767; ;190360  ;G7 IV-V               ; ; 5497; 4.31; 1.0; 0.11; ; ; 0.154; -5.059;I ; ;CTIO/SO; ;HIP  98767       ;300.90585;+29.89680
HIP  98813; 98813; ;189931  ;G1 V                  ; ; 5867; 4.42; 1.0; 0.05; ; ; 0.190; -4.816;I ; ;CTIO   ;S;HIP  98813       ;301.01116;-37.87649
HIP  98819; 98819; ;190406  ;G0 V                  ; ; 5913; 4.41; 1.0; 0.01; ; ; 0.190; -4.810;I ; ;CTIO/SO; ;HIP  98819       ;301.02592;+17.07019
HIP  98959; 98959; ;189567  ;G2 V                  ; ; 5790; 4.44; 1.0;-0.07; ; ; 0.186; -4.857;I ; ;CTIO   ;S;HIP  98959       ;301.38652;-67.32090
HIP  99137; 99137; ;190422  ;F9 V CH-0.4           ; ; 6179; 4.42; 1.0;-0.08; ; ; 0.291; -4.458;A ; ;CTIO   ; ;HIP  99137       ;301.89621;-55.01601
HIP  99240; 99240; ;190248  ;G8 IV                 ; ; 5512; 4.23; 1.0; 0.13; ; ; 0.149; -5.092;I ; ;CTIO   ; ;HIP  99240       ;302.18171;-66.18207
HIP  99322; 99322; ;191285  ;K5- V                 ; ;     ;     ;    ;     ; ; ; 0.668; -4.692;A ; ;CTIO   ; ;HIP  99322       ;302.40195;-14.28691
HIP  99344; 99344; ;190954  ;G7 V                  ; ; 5504; 4.56; 1.0;-0.37; ; ; 0.153; -5.059;I ; ;CTIO   ; ;HIP  99344       ;302.45068;-51.71824
HIP  99385; 99385; ;191391  ;K6 V k                ; ;     ;     ;    ;     ; ; ; 1.585; -4.576;A ; ;SO     ; ;HIP  99385       ;302.58155;-20.49344
HIP  99461; 99461; ;191408  ;K2.5 V                ; ; 4857; 4.57; 1.0;-0.57; ; ; 0.156; -5.079;I ; ;SO     ; ;HIP  99461       ;302.79974;-36.10121
HIP  99550; 99550; ;        ;M0 V k                ; ;     ;     ;    ;     ; ; ; 1.820; -4.699;A ; ;SO     ; ;HIP  99550       ;303.03939;-12.89316
HIP  99572; 99572; ;191862  ;F7 V Fe-0.5           ; ; 6397; 4.21; 1.0;-0.11; ; ; 0.182; -4.772;I ; ;SO     ; ;HIP  99572       ;303.10779;-12.61750
HIP  99634; 99634; ;189310  ;K2 V                  ; ; 5042; 4.46; 1.0;-0.04; ; ; 0.271; -4.781;I ; ;CTIO   ; ;HIP  99634       ;303.31846;-82.02815
HIP  99651; 99651; ;192031  ;K2 V Fe-1.8 CH-1.2    ; ; 5387; 4.47; 1.0;-0.74; ; ; 0.150; -5.081;I ; ;SO     ; ;HIP  99651       ;303.34410;-15.43211
HIP  99825; 99825; ;192310  ;K2+ V                 ; ; 5015; 4.47; 1.0; 0.02; ; ; 0.165; -5.048;I ; ;SO     ; ;HIP  99825       ;303.82247;-27.03298
HIP 100047;100047; ;        ;K8 V                  ; ;     ;     ;    ;     ; ; ; 0.946; -4.801;I ; ;CTIO   ; ;HIP 100047       ;304.46825;-17.28584
HIP 100064;100064; ;192947  ;G8.5 III-IV           ; ; 5028; 2.80; 1.0;-0.05; ;K; 0.125;       ;  ; ;SO     ; ;HIP 100064       ;304.51357;-12.54485
HIP 100184;100184; ;192886  ;F6 IV-V               ; ; 6451; 4.33; 1.9; 0.02; ; ; 0.179; -4.782;I ; ;CTIO   ; ;HIP 100184       ;304.82438;-47.58029
HIP 100223;100223; ;192961  ;K5.5 V                ; ;     ;     ;    ;     ; ; ; 0.507; -4.861;I ; ;CTIO   ; ;HIP 100223       ;304.90390;-46.42812
HIP 100280;100280; ;192117  ;G8 IV-V               ; ; 5435; 4.51; 1.0; 0.03; ; ; 0.205; -4.828;I ; ;CTIO   ; ;HIP 100280       ;305.10076;-75.57788
HIP 100412;100412; ;193307  ;F9 V                  ; ; 6027; 4.18; 1.0;-0.26; ; ; 0.154; -4.980;I ; ;CTIO   ; ;HIP 100412       ;305.42098;-49.99942
HIP 100455;100455; ;193406  ;K4 V (k)              ; ;     ;     ;    ;     ; ; ; 0.645; -4.628;A ; ;CTIO   ; ;HIP 100455       ;305.55731;-49.73849
HIP 100492;100492; ;193844  ;K2 V                  ; ;     ;     ;    ;     ; ; ; 0.235; -4.848;I ; ;SO     ; ;HIP 100492       ;305.67448;-10.30187
HIP 100852;100852; ;194433  ;K2 III                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP 100852       ;306.72062;-37.40291
HIP 100925;100925; ;194640  ;G8 V                  ; ; 5500; 4.44; 1.0;-0.01; ; ; 0.178; -4.924;I ; ;SO     ; ;HIP 100925       ;306.93434;-30.86785
HIP 101027;101027; ;194943  ;F2 V                  ; ; 6771; 3.53; 2.0;-0.30; ; ;      ;       ;  ; ;SO     ; ;HIP 101027       ;307.21506;-17.81369
HIP 101317;101317; ;195266  ;K7- V (k)             ; ;     ;     ;    ;     ; ; ; 1.789;       ;  ; ;CTIO   ; ;HIP 101317       ;308.03690;-47.70181
HIP 101432;101432; ;195521  ;G1.5 V                ; ; 5678; 4.11; 1.0;-0.06; ; ; 0.391; -4.375;A ; ;CTIO   ; ;HIP 101432       ;308.34534;-41.52470
HIP 101507;101507; ;195838  ;F9 V Fe-0.6 CH-0.3    ; ; 6057; 3.73; 1.0;-0.16; ; ; 0.152; -4.987;I ; ;SO     ; ;HIP 101507       ;308.54873;-13.72109
HIP 101549;101549; ;        ;K2 V (k)              ; ;     ;     ;    ;     ; ; ; 0.433; -4.606;A ; ;CTIO   ; ;HIP 101549       ;308.69236;-33.92263
HIP 101612;101612; ;195627  ;F0 V                  ; ; 7201; 3.90; 2.5;-0.12; ; ;      ;       ;  ; ;CTIO   ; ;HIP 101612       ;308.89521;-60.58175
HIP 101726;101726; ;196141  ;G2 V                  ; ; 5746; 4.59; 1.0;-0.06; ; ; 0.297; -4.523;A ; ;CTIO   ; ;HIP 101726       ;309.29850;-44.74474
HIP 101772;101772; ;196171  ;K0 III-IV             ; ;     ;     ;    ;     ; ; ; 0.158;       ;  ; ;CTIO   ; ;HIP 101772       ;309.39180;-47.29150
HIP 101846;101846; ;        ;K5.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.455; -4.861;I ; ;CTIO   ; ;HIP 101846       ;309.58211;-52.36071
HIP 101905;101905; ;196390  ;G1.5 V                ; ; 5997; 4.40; 1.0; 0.18; ; ; 0.177; -4.894;I ; ;CTIO   ;S;HIP 101905       ;309.76050;-49.33142
HIP 101983;101983; ;196378  ;G0 V Fe-0.8 CH-0.5    ; ; 6047; 3.98; 1.0;-0.41; ; ; 0.177; -4.837;I ; ;CTIO   ; ;HIP 101983       ;310.01099;-60.54889
HIP 101997;101997; ;196761  ;G8 V                  ; ; 5489; 4.54; 1.0;-0.26; ; ; 0.173; -4.948;I ; ;SO     ; ;HIP 101997       ;310.04898;-23.77387
HIP 102119;102119; ;196998  ;K5+ V ke              ; ;     ;     ;    ;     ; ; ; 3.790; -3.902;VA;*;SO     ; ;HIP 102119       ;310.42603;-22.32237
HIP 102125;102125; ;196067  ;G0 V                  ;*; 5969; 3.99; 1.0; 0.16; ; ; 0.141; -5.121;VI; ;CTIO   ; ;HIP 102125       ;310.43375;-75.35080
HIP 102128;102128; ;196068  ;G1 V                  ;*; 6000; 4.31; 1.0; 0.22;*; ; 0.147; -5.081;I ; ;CTIO   ;S;HIP 102128       ;310.43966;-75.34640
HIP 102186;102186; ;196877  ;K7 V                  ; ;     ;     ;    ;     ; ; ; 0.834; -4.887;I ; ;CTIO   ; ;HIP 102186       ;310.57826;-52.69927
HIP 102264;102264; ;197214  ;G6 V                  ; ; 5593; 4.50; 1.0;-0.24; ; ; 0.178; -4.903;I ; ;SO     ; ;HIP 102264       ;310.81665;-29.42392
HIP 102333;102333; ;197157  ;A9 IV                 ;*; 7448; 4.23; 2.0; 0.40;*; ;      ;       ;  ; ;CTIO   ; ;HIP 102333       ;311.00973;-51.92097
HIP 102485;102485; ;197692  ;F5 V                  ; ; 6633; 4.22; 2.0;-0.08; ; ; 0.290; -4.404;A ; ;SO     ; ;HIP 102485       ;311.52389;-25.27090
HIP 102486;102486; ;197711  ;K1 IV-V               ; ; 4746; 4.27; 1.0;-0.25; ; ; 0.177; -5.026;I ; ;SO     ; ;HIP 102486       ;311.54038;-21.74577
HIP 102495;102495; ;        ;K6.5 V                ; ;     ;     ;    ;     ; ; ; 1.139; -4.720;A ; ;CTIO   ; ;HIP 102495       ;311.57658;-23.08053
HIP 102521;102521; ;197818  ;G1 V                  ; ; 5831; 4.50; 1.0;-0.28; ; ; 0.167; -4.942;I ; ;SO     ; ;HIP 102521       ;311.64279;-17.16290
HIP 102580;102580; ;197823  ;K0 IV-V               ; ; 5261; 4.34; 1.0; 0.02; ; ; 0.214; -4.810;I ; ;CTIO   ; ;HIP 102580       ;311.81925;-35.15409
HIP 102664;102664; ;198075  ;G0.5 V                ; ; 5830; 4.57; 1.0;-0.36; ; ; 0.162; -4.969;I ; ;SO     ; ;HIP 102664       ;312.06329;-12.45430
HIP 102964;102964; ;        ;K3 V (k)              ; ;     ;     ;    ;     ; ; ; 0.534; -4.591;A ; ;CTIO   ; ;HIP 102964       ;312.91320;-45.45598
HIP 103019;103019; ;        ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.359; -4.691;A ; ;CTIO   ; ;HIP 103019       ;313.06825;-39.99740
HIP 103039;103039; ;        ;M4 V                  ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP 103039       ;313.13757;-16.97472
HIP 103389;103389; ;199260  ;F6 V                  ; ; 6241; 4.32; 1.0;-0.26; ; ; 0.313; -4.402;A ; ;SO     ; ;HIP 103389       ;314.19721;-26.29638
HIP 103458;103458; ;199288  ;G2 V Fe-1.0           ; ; 5852; 4.46; 1.0;-0.54; ; ; 0.181; -4.847;I ; ;CTIO   ; ;HIP 103458       ;314.41695;-44.12937
HIP 103576;103576; ;        ;K7 V (k)              ; ;     ;     ;    ;     ; ; ; 1.787; -4.648;A ; ;CTIO   ; ;HIP 103576       ;314.77736;-16.09356
HIP 103581;103581; ;199704  ;K2 IV                 ; ;     ;     ;    ;     ; ; ; 0.204; -4.981;I ; ;SO     ; ;HIP 103581       ;314.81016;-10.71373
HIP 103636;103636; ;        ;M0 V                  ; ;     ;     ;    ;     ; ; ; 1.887; -4.711;A ; ;CTIO   ; ;HIP 103636       ;314.96397;-58.75860
HIP 103654;103654; ;199190  ;G1 IV-V               ; ; 5844; 4.20; 1.0; 0.05; ; ; 0.154; -5.029;I ; ;CTIO   ;S;HIP 103654       ;315.02415;-69.57943
HIP 103673;103673; ;199623  ;F5.5 V                ; ; 6342; 4.07; 2.0;-0.36; ; ; 0.207; -4.666;A ; ;CTIO   ; ;HIP 103673       ;315.08951;-51.26531
HIP 103699;103699; ;199976  ;G9 V                  ; ; 5299; 4.43; 1.0;-0.30; ; ; 0.367; -4.475;A ; ;CTIO   ; ;HIP 103699       ;315.20424;-08.34287
HIP 103768;103768; ;199981  ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 1.197; -4.601;A ; ;CTIO   ; ;HIP 103768       ;315.41292;-32.52448
HIP 103787;103787; ;200083  ;K3.5 V                ; ;     ;     ;    ;     ; ; ; 0.288; -4.930;I ; ;CTIO   ; ;HIP 103787       ;315.47116;-22.58260
HIP 103820;103820; ;199933  ;K3.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.680; -4.542;A ; ;CTIO   ; ;HIP 103820       ;315.57602;-52.29140
HIP 103832;103832; ;        ;K5 V                  ; ;     ;     ;    ;     ; ; ; 0.564; -4.799;I ; ;CTIO   ; ;HIP 103832       ;315.60718;-38.95081
HIP 103882;103882; ;200163  ;F5 V                  ; ; 6589; 3.94; 2.0;-0.13; ; ; 0.291; -4.395;A ; ;CTIO   ; ;HIP 103882       ;315.74147;-38.63145
HIP 104108;104108; ;200349  ;K3+ V (k)             ; ; 4665; 4.63; 1.0;-0.32; ; ; 0.325; -4.861;I ; ;CTIO   ; ;HIP 104108       ;316.38206;-59.13838
HIP 104239;104239; ;200968  ;G9.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.350; -4.650;A ; ;SO     ; ;HIP 104239       ;316.79325;-13.92293
HIP 104299;104299; ;200505  ;K2 V (k)              ; ; 5079; 4.62; 1.0;-0.32; ; ; 0.254; -4.761;I ; ;CTIO   ; ;HIP 104299       ;316.94134;-67.92032
HIP 104436;104436; ;199509  ;G1 V                  ; ; 5794; 4.54; 1.0;-0.34; ; ; 0.170; -4.925;I ; ;CTIO   ; ;HIP 104436       ;317.33637;-82.02725
HIP 104440;104440; ;200525  ;F9.5 V                ; ; 6001; 4.37; 1.0; 0.04; ; ; 0.226; -4.667;A ; ;CTIO   ; ;HIP 104440       ;317.34351;-73.17293
HIP 104526;104526; ;201247A ;G5 V                  ; ;     ;     ;    ;     ; ; ; 0.368; -4.358;A ; ;CTIO   ; ;HIP 104526       ;317.60564;-54.57375
HIP 104526;104526; ;201247B ;G7 V (k)              ; ;     ;     ;    ;     ; ; ; 0.324; -4.435;A ; ;CTIO   ; ;HIP 104526       ;317.60564;-54.57375
HIP 104680;104680; ;201647  ;F5 V                  ; ; 6538; 4.21; 1.9;-0.07; ; ; 0.229; -4.575;A ; ;CTIO   ; ;HIP 104680       ;318.05714;-40.26936
HIP 104738;104738; ;201772  ;F6 V Fe-0.9 CH-0.5    ; ; 6483; 3.97; 1.0;-0.18; ; ; 0.219; -4.612;A ; ;CTIO   ; ;HIP 104738       ;318.26279;-39.42492
HIP 104809;104809; ;201989  ;G5 V                  ; ; 5579; 4.43; 1.0;-0.07; ; ; 0.316; -4.513;A ; ;SO     ; ;HIP 104809       ;318.50751;-29.66352
HIP 105184;105184; ;202628  ;G1.5 V                ; ; 5777; 4.46; 1.0;-0.08; ; ; 0.203; -4.782;I ; ;CTIO   ;S;HIP 105184       ;319.61362;-43.33465
HIP 105204;105204; ;202819  ;K4+ V (k)             ; ;     ;     ;    ;     ; ; ; 0.307; -4.988;I ; ;SO     ; ;HIP 105204       ;319.66357;-08.03959
HIP 105214;105214; ;202457  ;G2 V                  ; ; 5664; 4.21; 1.0; 0.01; ; ; 0.165; -4.982;I ; ;CTIO   ;S;HIP 105214       ;319.68491;-61.35273
HIP 105312;105312; ;202940  ;G7 V                  ; ; 5354; 4.32; 1.0;-0.50; ; ; 0.167; -4.988;I ; ;SO     ; ;HIP 105312       ;319.94012;-26.35288
HIP 105319;105319; ;202730  ;A5 V(n)               ; ; 8114; 4.12; 2.0; 0.10; ; ;      ;       ;  ; ;CTIO   ; ;HIP 105319       ;319.96663;-53.44942
HIP 105336;105336; ;        ;M1.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP 105336       ;320.04083;-67.65156
HIP 105341;105341; ;203040  ;K6.5 V k              ; ;     ;     ;    ;     ; ; ; 1.938; -4.552;A ; ;CTIO   ; ;HIP 105341       ;320.05759;-19.85229
HIP 105384;105384; ;203019  ;G5 V                  ; ; 5696; 4.46; 1.0; 0.09; ; ; 0.361; -4.436;A ; ;CTIO   ; ;HIP 105384       ;320.19414;-38.78144
HIP 105441;105441; ;202746  ;K2.5 V k              ; ; 4786; 4.56; 1.0;-0.32;*; ; 0.981; -4.318;A ; ;CTIO   ; ;HIP 105441       ;320.35206;-66.91594
HIP 105606;105606; ;203432  ;G8 IV                 ; ; 5498; 4.17; 1.0; 0.16; ; ; 0.175; -4.948;I ; ;CTIO   ; ;HIP 105606       ;320.84402;-41.55251
HIP 105612;105612; ;202732  ;G5 V                  ; ; 5566; 4.51; 1.0;-0.14; ; ; 0.274; -4.602;A ; ;CTIO   ; ;HIP 105612       ;320.86308;-75.49382
HIP 105675;105675; ;203413  ;K3 V (k)              ; ;     ;     ;    ;     ; ; ; 0.515; -4.682;A ; ;CTIO   ; ;HIP 105675       ;321.06304;-58.69230
HIP 105712;105712; ;203244  ;G8 V                  ; ; 5445; 4.50; 1.0;-0.14; ; ; 0.306; -4.555;A ; ;CTIO   ; ;HIP 105712       ;321.16884;-68.22792
HIP 105858;105858; ;203608  ;F9 V Fe-1.4 CH-0.7    ; ; 6205; 4.42; 1.0;-0.60; ; ; 0.265; -4.491;A ; ;CTIO   ; ;HIP 105858       ;321.61085;-65.36620
HIP 105905;105905; ;203850  ;K2.5 V                ; ; 4746; 4.69; 1.0;-0.68; ; ; 0.177; -5.033;I ; ;CTIO   ; ;HIP 105905       ;321.74355;-56.12526
HIP 105911;105911; ;203985  ;K2 III-IV             ; ;     ;     ;    ;     ; ; ; 0.160;       ;  ; ;CTIO   ; ;HIP 105911       ;321.75549;-44.80861
HIP 106007;106007; ;204363  ;F9 V Fe-1.3 CH-0.7    ; ; 6251; 4.35; 1.0;-0.41; ; ; 0.210; -4.663;A ; ;SO     ; ;HIP 106007       ;322.05811;-11.56829
HIP 106147;106147; ;204587  ;K7 V (k)              ; ;     ;     ;    ;     ; ; ; 0.747; -4.839;I ; ;SO     ; ;HIP 106147       ;322.51148;-12.51007
HIP 106213;106213; ;204385  ;G0 V CH-0.3           ; ; 5999; 4.28; 1.0; 0.04; ; ; 0.166; -4.931;I ; ;CTIO   ;S;HIP 106213       ;322.69971;-62.16760
HIP 106350;106350; ;        ;M0+ V                 ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP 106350       ;323.08745;-20.96950
HIP 106353;106353; ;204941  ;K2 V                  ; ;     ;     ;    ;     ; ; ; 0.155; -5.087;I ; ;CTIO   ; ;HIP 106353       ;323.09796;-20.95742
HIP 106391;106391; ;        ;K5 V                  ; ;     ;     ;    ;     ; ; ; 0.205; -5.076;I ; ;CTIO   ; ;HIP 106391       ;323.22311;-76.89874
HIP 106559;106559; ;205289  ;F5 V Fe-0.8 CH-0.4    ; ; 6633; 4.14; 2.0;-0.30; ; ; 0.307; -4.363;A ; ;SO     ; ;HIP 106559       ;323.71272;-20.08426
HIP 106696;106696; ;205390  ;K1.5 V                ; ; 4971; 4.60; 1.0;-0.22; ; ; 0.303; -4.702;A ; ;CTIO   ; ;HIP 106696       ;324.17185;-50.84539
HIP 106704;106704; ;205310  ;K5- V (k)             ; ;     ;     ;    ;     ; ; ; 0.788; -5.004;I ; ;CTIO   ; ;HIP 106704       ;324.21242;-60.44016
HIP 106913;106913; ;205905  ;G1 V                  ; ; 5795; 4.43; 1.0;-0.08; ; ; 0.253; -4.609;A ; ;SO     ; ;HIP 106913       ;324.79230;-27.30657
HIP 107022;107022; ;205536  ;G9 V                  ; ; 5325; 4.41; 1.0;-0.10; ; ; 0.150; -5.084;I ; ;CTIO   ; ;HIP 107022       ;325.12406;-74.07428
HIP 107089;107089; ;205478  ;K1 III                ; ;     ;     ;    ;     ; ; ; 0.150;       ;  ; ;CTIO   ; ;HIP 107089       ;325.36893;-77.39001
HIP 107095;107095; ;206301  ;G1 IV                 ; ; 5634; 3.76; 1.0;-0.10; ; ; 0.233; -4.697;A ; ;SO     ; ;HIP 107095       ;325.38691;-14.04762
HIP 107133;107133; ;        ;K6+ V (k)             ; ;     ;     ;    ;     ; ; ; 1.274; -4.655;A ; ;CTIO   ; ;HIP 107133       ;325.51692;-30.59426
HIP 107143;107143; ;206276  ;K3.5 V                ; ;     ;     ;    ;     ; ; ; 0.205; -5.089;I ; ;CTIO   ; ;HIP 107143       ;325.54238;-41.12500
HIP 107152;107152; ;206163  ;G8 IV-V               ; ; 5415; 4.51; 1.0; 0.01; ; ; 0.207; -4.832;I ; ;CTIO   ; ;HIP 107152       ;325.56894;-57.61295
HIP 107225;107225; ;206395  ;F8.5 IV-V             ; ; 6373; 4.25; 1.0; 0.32; ; ; 0.144; -5.066;I ; ;CTIO   ; ;HIP 107225       ;325.75905;-43.49610
HIP 107350;107350; ;206860  ;G0 V CH-0.5           ; ; 5954; 4.43; 1.0;-0.10; ; ; 0.339; -4.400;A ; ;CTIO/SO; ;HIP 107350       ;326.13054;+14.77194
HIP 107385;107385; ;206630  ;K3 V                  ; ; 4762; 4.67; 1.0;-0.37; ; ; 0.212; -4.970;I ; ;CTIO   ; ;HIP 107385       ;326.25240;-52.46421
HIP 107412;107412; ;206893  ;F5 V                  ; ; 6571; 4.16; 2.0;-0.23; ; ; 0.266; -4.466;A ; ;SO     ; ;HIP 107412       ;326.34127;-12.78335
